name,roaster,roast,origin,rating,review
Costa Rica Anaerobic Cordillera de Fuego,RamsHead Coffee Roasters,Medium-Light,Costa Rica,93,"A floral-toned anaerobic Costa Rica cup with warming spices — clove, cinnamon, nutmeg — throughout."
Nyakibanda Rwanda,JBC Coffee Roasters,Medium-Light,Huye,93,"An engaging, confident Rwanda cup: crisply chocolaty, delicately floral, citrus-driven."
Guatemala Antigua Pastores,RamsHead Coffee Roasters,Medium-Light,Guatemala,92,"A friendly, balanced Guatemala cup with rich, sweet nut tones and crisp, citrusy herb."
Kenya Karatu,Roadmap Coffeeworks,Medium-Light,Kenya,94,"A classic Kenya cup with notes of sweet fruit and spicy florals, along with a rich toffee throughline."
Kibingo Burundi,JBC Coffee Roasters,Medium-Light,Northern Burundi,92,A sweet-savory cup with stone fruit and chocolate in front and background notes of fresh goat cheese.
Costa Rica Cattleya Anaerobic,Roadmap Coffeeworks,Medium-Light,Central Valley,93,"A berry-driven, citrus-toned anaerobic natural Costa Rica, complex and multi-layered."
Ecuador Taza Dorada Finca Cruz Loma,Paradise Roasters,Medium-Light,Pichincha,96,"A beautifully structured, floral-toned Ecuador cup with elegantly bright acidity and lyrically plush mouthfeel."
Minanga Village Sulawesi,JBC Coffee Roasters,Medium-Light,South-Central Sulawesi,94,"A top-notch Sulawesi cup with a sweet-herb throughline, rich chocolate, crisp herb, and balanced fruit and floral notes, with a long, lingering finish."
Ka‘ū Tropical Punch Washed,Paradise Roasters,Medium-Light,Big Island Of Hawai’I,94,"A playful, aptly named blend of washed-process coffees from two different Ka‘ū farms, fermented with several yeast strains and redolent of tropical fruit and cocoa nib. "
Kenya Peaberry Top Hill Farm Espresso,GK Coffee,Medium,South-Central Kenya,95,"A deftly roasted darker Kenya espresso with classic sweet (black cherry, chocolate fudge) and savory (hop flowers) notes — deep, rich and inviting."
Birambo Village DR Congo,JBC Coffee Roasters,Medium-Light,Democratic Republic Of The Congo,93,"A solid DR Congo cup with notes of stone fruit, florals, cocoa nib, nuts, and sweet herbs."
Kenya Kamgogo Small Lot Reserve,Dragonfly Coffee Roasters,Medium-Light,Kenya,93,"A balanced, appealing Kenya cup: deep-toned, richly savory, and thoroughly chocolaty."
Ethiopia Belayneh Bariso Natural,Ramshead Coffee Roasters,Medium-Light,Southern Ethiopia,95,"A classic natural-processed Sidama cup: balanced, fruit-focused, cocoa-toned and richly sweet."
Kuta Kofi Papua New Guinea,JBC Coffee Roasters,Medium-Light,Jiawaka Province,93,"An imminently welcoming PNG cup, classic in its profile, with leading notes of caramel and bittersweet citrus."
Rwanda Gatare Natural,Dragonfly Coffee Roasters,Medium-Light,Rwanda,93,"A pretty natural-processed Rwanda cup, fruit-forward and nutty with floral undertones."
Rock the House Blend,JBC Coffee Roasters,Medium-Light,South America,93," A solid house blend from Madison’s JBC Coffee Roasters — balanced, affordable, pleasingly familiar."
Kona SL34 Champagne Natural Uluwehi Farm,Paradise Roasters,Medium-Light,Kona,94,"A complex, multi-layered Kona SL34 cup processed by an experimental method designed to intensify aromas and flavors — juicy, bright, harmonious, richly sweet."
Yemen Al Mashtal Al Burhani,Paradise Roasters,Medium-Light,Yemen,95,"An impressive, intensely aromatic Yemen cup with both sweet and tart fruit notes and an integrated aromatic wood throughline that result in a lively, integrated cup profile."
Ka‘ū Lactic Natural,Paradise Roasters,Medium-Light,Big Island Of Hawai‘I,95,"A uniquely composed, experimentally processed Ka‘ū cup, produced in very small quantities and worth seeking out."
Sumatra Yellow Bourbon,Paradise Roasters,Medium-Light,Simalungun,93,A Sumatra cup that’s atypical in its processing method (conventionally washed rather than washed and wet-hulled like traditional Sumatras) and almost Kenya-like in its sweet-savory balance.
Colombia Finca El Paraiso Castillo Red Plum,Paradise Roasters,Light,Colombia,94,"A uniquely composed, double-anaerobic washed Colombia cup that’s flavor-saturated and harmoniously sweet-tart-savory — unusual and inviting."
Ethiopia Guji Uraga Tebe Burku Natural,Cozy House Coffee,Medium-Light,Oromia Region,94,"An integrated, cleanly natural-processed Ethiopia cup, fruit-driven, with an especially rich, creamy mouthfeel."
British Style Espresso Blend,Cozy House Coffee,Medium,Honduras,95,"Juicy, tart and chocolaty in both the straight shot and in milk — balanced, vibrant, compellingly harmonious."
Ethiopia Yirgacheffe Konga Natural,Cozy House Coffee,Medium-Light,Southern Ethiopia,93,A rich-toned natural Yirgacheffe cup with an invitingly savory-leaning structure and especially viscous mouthfeel.
Costa Rica Brunca Rivense Las Moras Black Honey,Cozy House Coffee,Medium-Light,Costa Rica,94,A resonant black honey-processed Costa Rica cup with intense berry and dark chocolate notes and an intriguing hint of oaky wine.
Ethiopia Yirgacheffe Hama Washed,Cozy House Coffee,Medium-Light,South-Central Ethiopia,94,"A delicately high-toned, crisply sweet-tart washed Yirgacheffe cup with a floral throughline."
Guatemala Antigua Bella Carmona,Cozy House Coffee,Medium-Light,Guatemala,93,"A balanced, resonant Guatemala cup animated by inviting floral, chocolate, and dried fruit notes."
Rwanda Gatare,Nostalgia Coffee Roasters,Medium-Light,Western Province,94,"A confident, complex Rwanda cup with rich fruit, deep chocolate, and spicy floral notes."
Guatemala ASPROCDEGUA Women Producers,Yellow Brick Coffee,Medium-Light,Guatemala,93,"A balanced, inviting women-farmed Guatemala cup."
Costa Rica Naranjo Danilo Salazar Arias,Coffee by Design,Medium-Light,Costa Rica,94,"A lively, juicy-bright natural-processed Costa Rica cup with inviting fruit and floral notes throughout."
Kenya Kahunyo AA,Coffee by Design,Medium-Light,South-Central Kenya,93," A savory, richly Kenya cup with appealing floral notes and a bright sweetness supported by deep aromatic wood impulses."
Honduras COMSA Oscar Omar Alonzo,Coffee by Design,Medium-Light,Honduras,93,"Delicately sweet-tart, deeply aromatic. Baking chocolate, apricot, grapefruit zest, hazelnut butter, rhododendron in aroma and cup. Sweet-tart structure with brisk acidity; full, satiny mouthfeel. The nut-toned finish is lifted by rhododendron-like florals."
Rwanda Gasharu Natural,Coffee by Design,Medium-Light,Rwanda,92,"A friendly, easygoing Rwanda cup, cleanly natural processed, with deep fruit, floral, and nut tones."
Ethiopia Guji Shakiso G1 Honey,VERYTIME,Medium-Light,Southern Ethiopia,94,"A fruit and flower medley, this honey-processed Ethiopia cup is berry-toned with a richly floral throughline and supporting notes of dark chocolate. "
Yemen Haraaz Red Mahal Aqeeq ul Station Natural,PT's Coffee Roasting Co.,Medium-Light,Haraaz,97,"A gorgeous stunner of a classic Yemen cup: fruit-laden, floral and sweetly herbaceous — a heady coffee, both aromatically and on the palate."
Brazil Fazenda Samambaia Natural Fermentation Arara,Kakalove Cafe,Medium-Light,Minas Gerais State,95,"A plush, sweet-toned, experimentally processed natural Brazil cup with a pleasing suggestion of grappa-like spirits."
Brazil Ipanema Premier Cru Gold A49 Cherry,Euphora Coffee,Medium-Light,Brazil,93,"A friendly, crisply sweet, anaerobic natural Brazil cup with a particularly expansive, fruit-toned aroma."
Brazil Natural Veloso Estate,Min Enjoy Cafe,Medium-Light,Brazil,93,"A quietly transcendent Brazil natural cup, harmonious and integrated."
Sítio Pedra Menina,Mostra Coffee,Medium-Light,Minas Gerais State,93,"A vibrant, juicy, floral- and citrus-toned cup with complicating sweet herb undertones."
Brazil Sítio Ponte Fazenda Ponte,Peach Coffee Roasters,Medium-Light,Bahia State,93,"A quietly confident Brazil cup redolent of caramel apple, framed in fragrant aromatic wood notes suggesting cedar."
Brazil Red Catuaí Double-Anaerobic,Spix's Cafe,Medium-Light,Brazil,93,"A quietly confident anaerobic natural Brazil cup, chocolaty, deep, floral, fruit-toned."
Brazil Legender Sitio Taquara Natural,Willoughby's Coffee & Tea,Medium-Light,Minas Gerais State,92,"Classic Brazil: richly sweet, deeply nut-toned, chocolate-edged."
Brazil Mogiana Aparecid Farm,CafeTaster,Medium-Light,Sao Paulo State,93,"Delicate cocoa, crisp orange, and a fine, satiny mouthfeel distinguish this quietly original Brazil."
Costa Rica Canet Musician Series Bach Raisin Honey,Cafe Red Bean Shop,Medium-Light,Costa Rica,94,"A deep-toned, fruit-driven honey-processed Costa Rica cup with an especially inviting aftertaste and a whisper of appealing whiskey barrel-like ferment."
Peru Amazonas Los Santos Geisha Natural,Cafe Red Bean Shop,Light,Amazonas Region,95,"A spice-toned, richly aromatic, floral-driven Peru Geisha cup that evokes a tropical garden — the cup’s flavor notes are especially balanced and exciting."
Ethiopia Odola Washed,Ramshead Coffee Roasters,Light,Guji Zone,95,"A pretty, quietly confident washed Ethiopia cup that foregrounds notes of wild berries and spicy florals — elegant, exciting and inviting."
Colombia Quindio Anaerobic Natural,Paradise Roasters,Medium-Light,Colombia,94,"A deeply satisfying, savory-sweet Colombia anaerobic with wide-ranging aromatics and dried fruit and warming spices on the palate."
Colombia Pink Bourbon,Paradise Roasters,Medium-Light,Huila Department,94,"A focused, complex Colombia Pink Bourbon with top notes of wild berry and cocoa nib and a throughline of spicy-sweet florals and citrus zest."
Philippine Farmer Milled Lot,Mostra Coffee,Medium,Benguet,93,"A balanced, rich-toned, darker roasted coffee from smallholding farmers in The Philippines — chocolaty, floral, and driven by notes of baking spices."
Colombia Cumbarco Lot 397,modcup coffee,Medium-Light,Valle De Cauca Department,93,"A classic washed Colombia cup with crisp stonefruit notes, balanced acidity, a richly sweet structure."
Meridiano Ecuador,JBC Coffee Roasters,Medium-Light,Pichincha Province,93,"A nuanced, multi-layered Ecuador cup that’s paradoxically both bright and deep."
Malaysia Sabah Honey,Paradise Roasters,Medium-Light,East Malaysia,92,"A fine cup from the Malaysian state of Sabah, which occupies part of the island of Borneo: sweet, spice-toned; original and rare."
Ruby Sweet Lychee,1980 CAFE,Medium-Light,Southern Ethiopia,92," A friendly, gently fruit- and floral-driven washed Ethiopia cup."
Fruits Island,1980 CAFE,Medium-Light,Oromia Region,90,A quietly inviting natural-processed Ethiopia cup with tart fruit and distinct aromatic wood notes.
Kasasagi,Kasasagi Coffee Roasters,Medium-Light,Costa Rica,92,"A deeply sweet, nutty espresso blend redolent of almond brittle supported, both in the straight shot and in milk, by spicy floral notes."
Syunmei Espresso Blend,Kasasagi Coffee Roasters,Medium-Light,Panama,92,"A friendly, accessible espresso blend with tart fruit and dark chocolate notes. Especially attractive in cappuccino format."
Peru Gesha,SkyTop Coffee,Medium-Light,Peru,94,"A high-toned, spice-driven, very floral Peru Gesha cup. A good value for this impressive, rare, usually expensive coffee variety. "
Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural,Taster's Coffee,Light,Saraguro,95,"An integrated, sensorially diverse experimental Ecuador cup characterized by savory floral notes, unabashed fruit, and exciting aromatics."
Santa Elena Colombia Caturra Natural,Hub Coffee Roasters,Medium-Light,Colombia,92,"An easygoing, approachable natural-processed Colombia cup with a sweetly tart cup profile complicated by hints of cocoa nib and spicy florals."
Decaf Colombia Finca Las Nubes,Hub Coffee Roasters,Medium-Light,Antioquia Department,90,"A balanced, crisply sweet decaffeinated Colombia cup with an especially plush mouthfeel."
Nicaragua Selva Negra,Peach Coffee Roasters,Medium-Light,Nicaragua,93,A resonant Nicaragua natural cup with a throughline of grape candy and chocolate fudge.
Colombia UVI Cochidas,Peach Coffee Roasters,Medium-Light,Colombia,93,A fine Colombia cup — sweet-toned with lively citrus and baking spice notes — by a collective that supports emerging farmers.
Panama Finca Deborah Afterglow Geisha Natural,Mute Roaster,Light,Chiriquí Province,95,"An inviting, harmoniously complex, multi-layered natural Geisha cup with particularly deep, vibrant aromatics. "
Colombia Exótico De Altura,Oak & Bond Coffee Company,Medium-Light,Antioquia,94,"A multi-layered washed Colombia cup with leading notes of dark chocolate and blackberry — intensely aromatic, balanced, deep."
Ethiopia Dawencho 74110 Natural Espresso,Quartet Kaffe,Medium-Light,Sidama Region,94,"This natural-processed, single-variety Ethiopia, roasted for espresso, offers a tart-leaning, juicy straight shot and a chocolaty and richly wood-framed cappuccino."
Kenya Nyeri Yerihar AA Top Lot 21/01,Atom Coffee Roasters,Medium-Light,South-Central Kenya,94,"A juicy Kenya cup with deep fruit and florals, supported by a confident sweet-savory structure."
Kenya Washed Kiambu Uklili AB Espresso,Kakalove Cafe,Medium-Light,South-Central Kenya,96,"Integrated, balanced, deeply rich, this single-origin Kenya espresso is juicy and bright in the straight shot while impressively chocolaty and floral in milk."
Karatina Kenya,JBC Coffee Roasters,Medium-Light,Kenya,95,"An elegantly powerful, classically composed Kenya cup with rich aromatics and a range of lively fruit, flowers and chocolate on the palate."
Karamo Ethiopia,JBC Coffee Roasters,Medium-Light,Ethiopia,94,"A spice-toned, floral-driven natural-processed Ethiopia cup with bright fruit notes and juicy acidity."
Ethiopia Natural Shakisso Mormora 74112,Kakalove Cafe,Medium-Light,Oromia Region,95,"An engaging, cleanly natural-processed single-variety Ethiopia cup: bright, chocolaty, floral and fruity. "
Ethiopia Washed Shakisso Mormora 74112,Kakalove Cafe,Medium-Light,Oromia Region,95,"A complex, nuanced washed Ethiopia cup alive with spice-toned florals, richly bittersweet citrus, and distinct cocoa."
Classic Blend,Nostalgia Coffee Roasters,Medium-Light,Guatemala,93,"A friendly, accessible, balanced cup: richly cocoa-toned with crisp fruit and lush mouthfeel."
Tang Bohu Espresso Blend,Simon Hsieh Aroma Roast Coffees,Medium,Kenya,95,"A richly chocolaty, deeply aromatic, spice-toned espresso blend that’s equally exciting in straight shot and in milk."
Ethiopia Keramo Natural,Rusty Dog Coffee,Medium-Light,Ethiopia,93,"A confident, fruit-forward, cocoa-toned Ethiopia natural cup with an impressively smooth mouthfeel."
Costa Rica Los Torres Microlot Black Honey,Rusty Dog Coffee,Medium-Light,Chirripo Region,93,"A cleanly fruit-forward, invitingly floral Costa Rica cup processed by the black honey method."
Ethiopia Guracho Natural,Modern Times Coffee,Medium-Light,Oromia Region,93,"A quietly complex espresso, more a crescendo than a jolt in its easy going but confident profile."
